customer_id,gender,age,annual_income,spending_score,membership_duration_months,churn
775,Female,37,38926.03,88,57,0
776,Male,36,66134.49,50,77,0
777,Male,52,102006.39,8,4,1
778,Female,69,48363.21,41,86,1
779,Female,60,79957.65,6,7,1
780,Male,34,95976.42,69,61,0
781,Male,62,85438.69,44,107,0
782,Male,60,46922.23,64,54,0
783,Female,51,61984.61,29,88,1
784,Female,26,100541.26,28,68,0
785,Female,43,79880.39,11,92,1
786,Male,19,30470.67,65,79,0
787,Male,26,98489.17,19,1,1
788,Female,26,33178.02,9,55,0
789,Female,57,97116.04,27,3,1
790,Male,34,48223.25,34,78,0
791,Female,18,116226.61,44,38,1
792,Female,42,63114.67,68,114,1
793,Male,60,59423.85,100,1,0
794,Female,57,43399.92,82,102,0
795,Male,59,57504.38,15,38,1
796,Male,42,108898.57,51,85,0
797,Male,56,119670.09,13,112,1
798,Male,52,63147.86,83,29,1
799,Male,20,70374.96,49,5,1
800,Male,67,94986.38,70,113,1
801,Male,54,109757.62,56,74,1
802,Female,61,83373.99,76,92,1
803,Male,61,65237.31,51,21,1
804,Male,68,67135.97,37,114,1
805,Female,47,92605.63,17,71,1
806,Female,55,30289.64,58,67,1
807,Female,51,85763.04,87,109,0
808,Male,29,61994.37,90,47,0
809,Female,36,101477.76,29,84,0
810,Male,54,38369.16,33,83,0
811,Male,61,82938.2,60,35,1
812,Male,66,73287.56,91,68,1
813,Male,34,87809.3,89,69,0
814,Female,27,35836.82,55,1,1
815,Female,66,82198.54,10,68,1
816,Male,64,80533.61,47,12,1
817,Male,29,80459.41,23,60,0
818,Male,33,84313.89,85,27,1
819,Female,41,90882.11,21,56,1
820,Male,36,102449.01,13,106,1
821,Male,25,54283.86,33,23,0
822,Female,48,104254.45,24,25,1
823,Female,38,74843.01,11,21,1
824,Male,34,36935.25,17,61,1
825,Female,40,35269.58,68,63,1
826,Female,54,60081.45,47,52,1
827,Male,33,100640.73,25,88,1
828,Female,23,93691.28,94,25,0
829,Male,25,100975.35,73,109,0
830,Female,42,76554.22,21,55,1
831,Male,35,69617.91,84,46,0
832,Male,42,43270.73,83,32,0
833,Male,29,59537.35,83,55,1
834,Female,32,69061.74,12,96,1
835,Male,43,37974.04,37,5,1
836,Female,58,49855.08,42,36,0
837,Male,62,83840.28,17,110,1
838,Male,43,96209.68,48,106,1
839,Female,64,119851.28,28,49,0
840,Male,49,113980.2,41,106,1
841,Male,27,87830.87,99,58,0
842,Female,33,67912.32,47,39,0
843,Male,24,87255.96,18,80,1
844,Male,34,100708.65,78,97,0
845,Male,40,40650.26,99,113,0
846,Male,43,66891.44,71,85,0
847,Female,38,105582.21,13,61,1
848,Female,39,64544.97,82,9,1
849,Male,24,81468.5,13,6,1
850,Female,31,82899.24,100,115,0
851,Male,32,46602.86,31,109,1
852,Female,24,62601.19,2,35,1
853,Male,26,60106.02,16,39,1
854,Male,68,32357.7,9,22,1
855,Male,65,32177.26,73,41,1
856,Male,25,104852.73,38,118,0
857,Male,67,54576.37,75,5,0
858,Male,40,76627.09,54,42,0
859,Female,46,56885.3,56,87,0
860,Male,35,114661.13,86,81,0
861,Female,48,53336.71,97,76,1
862,Male,47,68669.11,100,87,1
863,Female,69,108545.72,87,80,0
864,Female,56,105774.02,45,67,1
865,Female,52,46749.13,34,30,1
866,Male,35,102237.9,9,57,0
867,Male,59,71236.82,88,86,0
868,Female,56,73467.2,8,73,1
869,Male,34,42013.2,7,29,1
870,Female,31,37254.14,36,111,1
871,Male,48,95514.54,18,37,1
872,Female,41,74681.5,3,87,1
873,Female,52,69316.56,28,13,1
874,Male,61,95655.74,70,32,1
875,Female,62,98896.16,44,46,1
876,Male,51,44301.74,21,116,0
877,Female,20,84920.26,28,111,1
878,Female,54,42181.87,54,112,1
879,Male,60,97623.76,54,23,0
880,Male,57,89125.96,65,45,1
881,Male,43,116095.32,100,17,1
882,Female,40,36206.22,21,119,0
883,Male,61,35134.92,99,104,0
884,Female,56,55396.84,13,85,0
885,Female,32,53553.51,57,66,0
886,Male,66,52228.09,49,101,1
887,Male,21,111562.91,54,6,1
888,Female,46,52459.16,10,108,1
889,Female,39,54475.48,53,18,1
890,Male,42,98345.84,44,94,1
891,Male,30,70476.59,47,22,0
892,Male,35,99903.95,53,118,0
893,Male,50,35882.95,74,33,1
894,Male,33,73881.41,46,30,1
895,Female,62,33025.22,13,81,0
896,Female,59,35638.79,37,107,1
897,Female,61,111579.37,24,32,1
898,Female,19,42532.08,2,42,1
899,Male,52,77917.86,86,115,0
900,Male,59,66998.6,81,78,0
901,Male,51,61260.9,100,10,0
902,Female,47,110985.0,14,111,1
903,Female,30,31964.11,10,115,1
904,Male,30,89741.07,35,36,1
905,Male,35,116705.5,25,34,0
906,Female,49,80415.14,3,73,1
907,Female,49,114314.02,17,106,1
908,Male,52,34703.21,12,28,1
909,Male,56,67691.4,54,11,1
910,Female,63,53414.2,24,78,1
911,Male,69,95773.89,29,39,1
912,Male,46,118316.74,43,119,1
913,Male,66,53087.71,25,47,1
914,Female,46,88875.71,100,118,0
915,Female,61,47828.79,60,19,1
916,Female,33,80879.72,90,118,0
917,Female,61,71753.92,65,15,1
918,Female,64,117480.48,84,28,1
919,Female,27,84767.45,28,24,0
920,Female,47,61455.57,16,72,1
921,Male,42,40268.62,47,107,0
922,Male,56,43612.21,81,9,1
923,Male,37,50278.52,92,47,0
924,Male,22,52587.0,58,33,0
925,Male,18,106555.45,76,62,0
926,Male,47,80510.05,27,97,1
927,Male,66,77105.18,53,19,1
928,Female,20,40329.2,42,67,0
929,Female,62,107412.57,59,74,0
930,Male,31,95053.29,47,40,0
931,Male,47,36090.15,94,47,0
932,Female,67,93705.16,34,106,1
933,Male,21,78918.44,37,65,0
934,Male,35,37355.28,6,29,1
935,Female,54,71247.06,7,50,0
936,Male,42,73622.67,96,98,0
937,Female,65,44919.71,96,115,0
938,Male,18,115112.83,25,13,1
939,Female,63,106497.78,33,118,1
940,Female,32,90212.01,55,1,0
941,Female,26,71606.6,58,34,0
942,Male,32,67058.9,7,93,0
943,Female,66,88587.61,57,48,1
944,Male,41,79088.87,12,111,1
945,Male,21,35604.58,16,77,1
946,Male,29,76125.24,80,48,0
947,Male,54,102576.33,43,49,0
948,Female,54,71331.59,100,117,1
949,Female,60,34676.09,77,64,0
950,Male,23,100765.04,7,61,0
951,Male,56,48122.74,100,29,0
952,Female,63,53275.88,51,39,0
953,Male,41,44823.57,73,88,0
954,Female,28,59719.36,32,26,0
955,Male,30,98107.64,75,17,1
956,Male,51,76744.73,8,71,0
957,Female,42,48439.31,97,13,1
958,Male,24,109004.71,87,69,0
959,Female,69,109162.37,89,26,0
960,Male,21,108352.06,72,49,0
961,Male,25,51491.66,45,67,1
962,Male,37,70611.54,86,7,1
963,Female,46,118649.07,59,58,1
964,Male,68,99481.12,4,49,1
965,Male,62,32445.07,67,103,0
966,Male,63,35868.41,29,53,1
967,Male,27,71753.82,29,65,0
968,Female,60,111829.82,98,113,0
969,Female,51,78483.16,98,62,0
970,Male,43,74803.13,28,17,1
971,Female,58,39492.63,77,43,1
972,Male,66,89110.21,79,25,1
973,Male,20,103989.28,87,3,0
974,Male,23,64237.8,44,79,0
975,Female,22,99805.07,90,29,0
976,Female,22,116802.9,4,117,0
977,Female,64,48338.98,90,107,0
978,Female,40,77099.67,9,32,0
979,Female,66,55842.42,5,26,1
980,Female,26,101356.9,56,16,0
981,Female,52,81983.4,96,25,1
982,Female,37,87112.42,84,54,0
983,Female,66,101812.27,50,28,1
984,Male,59,65637.34,75,73,1
985,Female,52,112358.11,15,120,1
986,Female,67,77972.6,32,56,1
987,Female,35,44215.93,28,65,1
988,Female,34,92630.92,22,93,0
989,Female,41,101393.52,17,86,0
990,Female,20,58508.55,59,80,0
991,Female,49,107146.13,90,41,0
992,Female,52,111552.89,71,115,0
993,Female,55,54921.4,57,108,0
994,Female,30,118516.93,26,51,1
995,Female,64,42664.04,25,118,1
996,Male,42,48181.41,10,105,0
997,Male,26,46580.24,45,71,0
998,Female,21,110459.07,83,78,0
999,Female,31,88886.33,11,29,1
1000,Male,54,43689.39,77,83,0
